graph_id,src,dst,etype
217,11,12,1
217,13,14,0
217,13,20,0
217,14,21,0
217,15,21,0
217,16,21,0
217,17,21,0
217,18,21,1
217,19,21,0
218,0,8,2
218,1,2,1
218,1,9,3
218,2,4,0
218,2,3,0
218,2,5,0
218,6,8,0
218,7,8,1
218,8,11,0
218,8,12,0
218,8,10,0
218,8,9,1
218,9,16,3
218,11,12,1
218,13,20,0
218,14,20,0
218,15,20,0
218,16,20,1
218,17,18,0
218,17,21,0
218,18,20,0
218,19,20,0
219,0,8,2
219,1,5,0
219,2,5,0
219,3,5,0
219,4,5,1
219,4,9,3
219,6,8,0
219,7,8,1
219,8,11,0
219,8,12,0
219,8,10,0
219,8,9,1
219,9,19,3
219,11,12,1
219,13,21,0
219,14,21,0
219,15,21,0
219,16,21,0
219,17,20,0
219,18,20,0
219,19,21,1
219,20,21,0
220,0,8,2
220,1,2,1
220,1,9,3
220,2,4,0
220,2,3,0
220,2,5,0
220,6,8,0
220,7,8,1
220,8,11,0
220,8,12,0
220,8,10,0
220,8,9,1
220,9,18,3
220,11,12,1
220,13,19,0
220,14,19,0
220,15,16,0
220,15,19,0
220,17,19,0
220,18,19,1
221,0,8,2
221,1,5,0
221,2,5,0
221,3,5,0
221,4,5,1
221,4,9,3
221,6,8,0
221,7,8,1
221,8,11,0
221,8,12,0
221,8,10,0
221,8,9,1
221,9,16,3
221,11,12,1
221,13,17,0
221,14,17,0
221,15,17,0
221,16,17,1
221,17,18,0
221,17,19,0
222,0,8,2
222,1,2,1
222,1,9,3
222,2,4,0
222,2,3,0
222,2,5,0
222,6,8,0
222,7,8,1
222,8,11,0
222,8,12,0
222,8,10,0
222,8,9,1
222,9,16,3
222,11,12,1
222,13,17,0
222,14,17,0
222,15,17,0
222,16,17,1
222,17,18,0
222,17,19,0
223,0,8,2
223,1,5,0
223,2,5,0
223,3,5,0
223,4,5,1
223,4,9,3
223,6,8,0
223,7,8,1
223,8,11,0
223,8,12,0
223,8,10,0
223,8,9,1
223,9,19,3
223,11,12,1
223,13,18,0
223,13,20,0
223,14,15,0
223,15,20,0
223,16,20,0
223,17,20,0
223,18,20,0
223,19,20,1
224,0,8,2
224,1,2,1
224,1,9,3
224,2,4,0
224,2,3,0
224,2,5,0
224,6,8,0
224,7,8,1
224,8,11,0
224,8,12,0
224,8,10,0
224,8,9,1
224,9,18,3
224,11,12,1
224,13,14,0
224,13,20,0
224,14,21,0
224,15,21,0
224,16,21,0
224,17,21,0
224,18,21,1
224,19,21,0
225,0,8,2
225,1,5,0
225,2,5,0
225,3,5,0
225,4,5,1
225,4,9,3
225,6,8,0
225,7,8,1
225,8,11,0
225,8,12,0
225,8,10,0
225,8,9,1
225,9,16,3
225,11,12,1
225,13,20,0
225,14,20,0
225,15,20,0
225,16,20,1
225,17,18,0
225,17,21,0
225,18,20,0
225,19,20,0
226,0,8,2
226,1,2,1
226,1,9,3
226,2,4,0
226,2,3,0
226,2,5,0
226,6,8,0
226,7,8,1
226,8,11,0
226,8,12,0
226,8,10,0
226,8,9,1
226,9,19,3
226,11,12,1
226,13,21,0
226,14,21,0
226,15,21,0
226,16,21,0
226,17,20,0
226,18,20,0
226,19,21,1
226,20,21,0
227,0,8,2
227,1,5,0
227,2,5,0
227,3,5,0
227,4,5,1
227,4,9,3
227,6,8,0
227,7,8,1
227,8,11,0
227,8,12,0
227,8,10,0
227,8,9,1
227,9,18,3
227,11,12,1
227,13,19,0
227,14,19,0
227,15,16,0
227,15,19,0
227,17,19,0
227,18,19,1
228,0,7,2
228,1,2,1
228,1,8,3
228,2,4,0
228,2,3,0
228,2,5,0
228,6,7,0
228,7,9,0
228,7,12,0
228,7,13,0
228,7,11,0
228,7,10,1
228,7,8,1
228,8,17,3
228,12,13,1
228,14,18,0
228,15,18,0
228,16,18,0
228,17,18,1
228,18,19,0
228,18,20,0
229,0,7,2
229,1,5,0
229,2,5,0
229,3,5,0
229,4,5,1
229,4,8,3
229,6,7,0
229,7,9,0
229,7,12,0
229,7,13,0
229,7,11,0
229,7,10,1
229,7,8,1
229,8,17,3
229,12,13,1
229,14,18,0
229,15,18,0
229,16,18,0
229,17,18,1
229,18,19,0
229,18,20,0
230,0,7,2
230,1,2,1
230,1,8,3
230,2,4,0
230,2,3,0
230,2,5,0
230,6,7,0
230,7,9,0
230,7,12,0
230,7,13,0
230,7,11,0
230,7,10,1
230,7,8,1
230,8,20,3
230,12,13,1
230,14,19,0
230,14,21,0
230,15,16,0
230,16,21,0
230,17,21,0
230,18,21,0
230,19,21,0
230,20,21,1
231,0,7,2
231,1,5,0
231,2,5,0
231,3,5,0
231,4,5,1
231,4,8,3
231,6,7,0
231,7,9,0
231,7,12,0
231,7,13,0
231,7,11,0
231,7,10,1
231,7,8,1
231,8,19,3
231,12,13,1
231,14,15,0
231,14,21,0
231,15,22,0
231,16,22,0
231,17,22,0
231,18,22,0
231,19,22,1
231,20,22,0
232,0,7,2
232,1,2,1
232,1,8,3
232,2,4,0
232,2,3,0
232,2,5,0
232,6,7,0
232,7,9,0
232,7,12,0
232,7,13,0
232,7,11,0
232,7,10,1
232,7,8,1
232,8,17,3
232,12,13,1
232,14,21,0
232,15,21,0
232,16,21,0
232,17,21,1
232,18,19,0
232,18,22,0
232,19,21,0
232,20,21,0
233,0,7,2
233,1,5,0
233,2,5,0
233,3,5,0
233,4,5,1
233,4,8,3
233,6,7,0
233,7,9,0
233,7,12,0
233,7,13,0
233,7,11,0
233,7,10,1
233,7,8,1
233,8,20,3
233,12,13,1
233,14,22,0
233,15,22,0
233,16,22,0
233,17,22,0
233,18,21,0
233,19,21,0
233,20,22,1
233,21,22,0
234,0,7,2
234,1,2,1
234,1,8,3
234,2,4,0
234,2,3,0
234,2,5,0
234,6,7,0
234,7,9,0
234,7,12,0
234,7,13,0
234,7,11,0
234,7,10,1
234,7,8,1
234,8,19,3
234,12,13,1
234,14,20,0
234,15,20,0
234,16,17,0
234,16,20,0
234,18,20,0
234,19,20,1
235,0,7,2
235,1,5,0
235,2,5,0
235,3,5,0
235,4,5,1
235,4,8,3
235,6,7,0
235,7,9,0
235,7,12,0
235,7,13,0
235,7,11,0
235,7,10,1
235,7,8,1
235,8,17,3
235,12,13,1
235,14,18,0
235,15,18,0
235,16,18,0
235,17,18,1
235,18,19,0
235,18,20,0
236,0,7,2
236,1,2,1
236,1,8,3
236,2,4,0
236,2,3,0
236,2,5,0
236,6,7,0
236,7,9,0
236,7,12,0
236,7,13,0
236,7,11,0
236,7,10,1
236,7,8,1
236,8,17,3
236,12,13,1
236,14,18,0
236,15,18,0
236,16,18,0
236,17,18,1
236,18,19,0
236,18,20,0
237,0,7,2
237,1,5,0
237,2,5,0
237,3,5,0
237,4,5,1
237,4,8,3
237,6,7,0
237,7,9,0
237,7,12,0
237,7,13,0
237,7,11,0
237,7,10,1
237,7,8,1
237,8,20,3
237,12,13,1
237,14,19,0
237,14,21,0
237,15,16,0
237,16,21,0
237,17,21,0
237,18,21,0
237,19,21,0
237,20,21,1
238,0,7,2
238,1,2,1
238,1,8,3
238,2,4,0
238,2,3,0
238,2,5,0
238,6,7,0
238,7,9,0
238,7,12,0
238,7,13,0
238,7,11,0
238,7,10,1
238,7,8,1
238,8,19,3
238,12,13,1
238,14,15,0
238,14,21,0
238,15,22,0
238,16,22,0
238,17,22,0
238,18,22,0
238,19,22,1
238,20,22,0
239,0,7,2
239,1,5,0
239,2,5,0
239,3,5,0
239,4,5,1
239,4,8,3
239,6,7,0
239,7,9,0
239,7,12,0
239,7,13,0
239,7,11,0
239,7,10,1
239,7,8,1
239,8,17,3
239,12,13,1
239,14,21,0
239,15,21,0
239,16,21,0
239,17,21,1
239,18,19,0
239,18,22,0
239,19,21,0
239,20,21,0
240,0,7,2
240,1,2,1
240,1,8,3
240,2,4,0
240,2,3,0
240,2,5,0
240,6,7,0
240,7,9,0
240,7,12,0
240,7,13,0
240,7,11,0
240,7,10,1
240,7,8,1
240,8,20,3
240,12,13,1
240,14,22,0
240,15,22,0
240,16,22,0
240,17,22,0
240,18,21,0
240,19,21,0
240,20,22,1
240,21,22,0
241,0,7,2
241,1,5,0
241,2,5,0
241,3,5,0
241,4,5,1
241,4,8,3
241,6,7,0
241,7,9,0
241,7,12,0
241,7,13,0
241,7,11,0
241,7,10,1
241,7,8,1
241,8,19,3
241,12,13,1
241,14,20,0
241,15,20,0
241,16,17,0
241,16,20,0
241,18,20,0
241,19,20,1
242,0,7,2
242,1,2,1
242,1,8,3
242,2,4,0
242,2,3,0
242,2,5,0
242,6,7,0
242,7,13,0
242,7,12,0
242,7,9,0
242,7,11,0
242,7,10,1
242,7,8,1
242,8,17,3
242,12,13,1
242,14,18,0
242,15,18,0
242,16,18,0
242,17,18,1
242,18,19,0
242,18,20,0
243,0,7,2
243,1,5,0
243,2,5,0
243,3,5,0
243,4,5,1
243,4,8,3
243,6,7,0
243,7,13,0
243,7,12,0
243,7,9,0
243,7,11,0
243,7,10,1
243,7,8,1
243,8,17,3
243,12,13,1
243,14,18,0
243,15,18,0
243,16,18,0
243,17,18,1
243,18,19,0
243,18,20,0
244,0,7,2
244,1,2,1
244,1,8,3
244,2,4,0
244,2,3,0
244,2,5,0
244,6,7,0
244,7,13,0
244,7,12,0
244,7,9,0
244,7,11,0
244,7,10,1
244,7,8,1
244,8,20,3
244,12,13,1
244,14,19,0
244,14,21,0
244,15,16,0
244,16,21,0
244,17,21,0
244,18,21,0
244,19,21,0
244,20,21,1
245,0,7,2
245,1,5,0
245,2,5,0
245,3,5,0
245,4,5,1
245,4,8,3
245,6,7,0
245,7,13,0
245,7,12,0
245,7,9,0
245,7,11,0
245,7,10,1
245,7,8,1
245,8,19,3
245,12,13,1
245,14,15,0
245,14,21,0
245,15,22,0
245,16,22,0
245,17,22,0
245,18,22,0
245,19,22,1
245,20,22,0
246,0,7,2
246,1,2,1
246,1,8,3
246,2,4,0
246,2,3,0
246,2,5,0
246,6,7,0
246,7,13,0
246,7,12,0
246,7,9,0
246,7,11,0
246,7,10,1
246,7,8,1
246,8,17,3
246,12,13,1
246,14,21,0
246,15,21,0
246,16,21,0
246,17,21,1
246,18,19,0
246,18,22,0
246,19,21,0
246,20,21,0
247,0,7,2
247,1,5,0
247,2,5,0
247,3,5,0
247,4,5,1
247,4,8,3
247,6,7,0
247,7,13,0
247,7,12,0
247,7,9,0
247,7,11,0
247,7,10,1
247,7,8,1
247,8,20,3
247,12,13,1
247,14,22,0
247,15,22,0
247,16,22,0
247,17,22,0
247,18,21,0
247,19,21,0
247,20,22,1
247,21,22,0
248,0,7,2
248,1,2,1
248,1,8,3
248,2,4,0
248,2,3,0
248,2,5,0
248,6,7,0
248,7,13,0
248,7,12,0
248,7,9,0
248,7,11,0
248,7,10,1
248,7,8,1
248,8,19,3
248,12,13,1
248,14,20,0
248,15,20,0
248,16,17,0
248,16,20,0
248,18,20,0
248,19,20,1
249,0,7,2
249,1,5,0
249,2,5,0
249,3,5,0
249,4,5,1
249,4,8,3
249,6,7,0
249,7,13,0
249,7,12,0
249,7,9,0
249,7,11,0
249,7,10,1
249,7,8,1
249,8,17,3
249,12,13,1
249,14,18,0
249,15,18,0
249,16,18,0
249,17,18,1
249,18,19,0
249,18,20,0
250,0,7,2
250,1,2,1
250,1,8,3
250,2,4,0
250,2,3,0
250,2,5,0
250,6,7,0
250,7,13,0
250,7,12,0
250,7,9,0
250,7,11,0
250,7,10,1
250,7,8,1
250,8,17,3
250,12,13,1
250,14,18,0
250,15,18,0
250,16,18,0
250,17,18,1
250,18,19,0
250,18,20,0
251,0,7,2
251,1,5,0
251,2,5,0
251,3,5,0
251,4,5,1
251,4,8,3
251,6,7,0
251,7,13,0
251,7,12,0
251,7,9,0
251,7,11,0
251,7,10,1
251,7,8,1
251,8,20,3
251,12,13,1
251,14,19,0
251,14,21,0
251,15,16,0
251,16,21,0
251,17,21,0
251,18,21,0
251,19,21,0
251,20,21,1
252,0,7,2
252,1,2,1
252,1,8,3
252,2,4,0
252,2,3,0
252,2,5,0
252,6,7,0
252,7,13,0
252,7,12,0
252,7,9,0
252,7,11,0
252,7,10,1
252,7,8,1
252,8,19,3
252,12,13,1
252,14,15,0
252,14,21,0
252,15,22,0
252,16,22,0
252,17,22,0
252,18,22,0
252,19,22,1
252,20,22,0
253,0,7,2
253,1,5,0
253,2,5,0
253,3,5,0
253,4,5,1
253,4,8,3
253,6,7,0
253,7,13,0
253,7,12,0
253,7,9,0
253,7,11,0
253,7,10,1
253,7,8,1
253,8,17,3
253,12,13,1
253,14,21,0
253,15,21,0
253,16,21,0
253,17,21,1
253,18,19,0
253,18,22,0
253,19,21,0
253,20,21,0
254,0,7,2
254,1,2,1
254,1,8,3
254,2,4,0
254,2,3,0
254,2,5,0
254,6,7,0
254,7,13,0
254,7,12,0
254,7,9,0
254,7,11,0
254,7,10,1
254,7,8,1
254,8,20,3
254,12,13,1
254,14,22,0
254,15,22,0
254,16,22,0
254,17,22,0
254,18,21,0
254,19,21,0
254,20,22,1
254,21,22,0
255,0,7,2
255,1,5,0
255,2,5,0
255,3,5,0
255,4,5,1
255,4,8,3
255,6,7,0
255,7,13,0
255,7,12,0
255,7,9,0
255,7,11,0
255,7,10,1
255,7,8,1
255,8,19,3
255,12,13,1
255,14,20,0
255,15,20,0
255,16,17,0
255,16,20,0
255,18,20,0
255,19,20,1
256,0,10,2
256,1,2,1
256,1,9,3
256,2,4,0
256,2,3,0
256,2,5,0
256,6,10,0
256,7,10,1
256,8,10,0
256,9,10,1
256,9,17,3
256,10,11,0
256,10,12,0
256,10,13,0
256,12,13,1
256,14,18,0
256,15,18,0
256,16,18,0
256,17,18,1
256,18,19,0
256,18,20,0
257,0,10,2
257,1,5,0
257,2,5,0
257,3,5,0
257,4,5,1
257,4,9,3
257,6,10,0
257,7,10,1
257,8,10,0
257,9,10,1
257,9,17,3
257,10,11,0
257,10,12,0
257,10,13,0
257,12,13,1
257,14,18,0
257,15,18,0
257,16,18,0
257,17,18,1
257,18,19,0
257,18,20,0
258,0,10,2
258,1,2,1
258,1,9,3
258,2,4,0
258,2,3,0
258,2,5,0
258,6,10,0
258,7,10,1
258,8,10,0
258,9,10,1
258,9,20,3
258,10,11,0
258,10,12,0
258,10,13,0
258,12,13,1
258,14,19,0
258,14,21,0
258,15,16,0
258,16,21,0
258,17,21,0
258,18,21,0
258,19,21,0
258,20,21,1
259,0,10,2
259,1,5,0
259,2,5,0
259,3,5,0
259,4,5,1
259,4,9,3
259,6,10,0
259,7,10,1
259,8,10,0
259,9,10,1
259,9,19,3
259,10,11,0
259,10,12,0
259,10,13,0
259,12,13,1
259,14,15,0
259,14,21,0
259,15,22,0
259,16,22,0
259,17,22,0
259,18,22,0
259,19,22,1
259,20,22,0
260,0,10,2
260,1,2,1
260,1,9,3
260,2,4,0
260,2,3,0
260,2,5,0
260,6,10,0
260,7,10,1
260,8,10,0
260,9,10,1
260,9,17,3
260,10,11,0
260,10,12,0
260,10,13,0
260,12,13,1
260,14,21,0
260,15,21,0
260,16,21,0
260,17,21,1
260,18,19,0
260,18,22,0
260,19,21,0
260,20,21,0
261,0,10,2
261,1,5,0
261,2,5,0
261,3,5,0
261,4,5,1
261,4,9,3
261,6,10,0
261,7,10,1
261,8,10,0
261,9,10,1
261,9,20,3
261,10,11,0
261,10,12,0
261,10,13,0
261,12,13,1
261,14,22,0
261,15,22,0
261,16,22,0
261,17,22,0
261,18,21,0
261,19,21,0
261,20,22,1
261,21,22,0
262,0,10,2
262,1,2,1
262,1,9,3
262,2,4,0
262,2,3,0
262,2,5,0
262,6,10,0
262,7,10,1
262,8,10,0
262,9,10,1
262,9,19,3
262,10,11,0
262,10,12,0
262,10,13,0
262,12,13,1
262,14,20,0
262,15,20,0
262,16,17,0
262,16,20,0
262,18,20,0
262,19,20,1
263,0,10,2
263,1,5,0
263,2,5,0
263,3,5,0
263,4,5,1
263,4,9,3
263,6,10,0
263,7,10,1
263,8,10,0
263,9,10,1
263,9,17,3
263,10,11,0
263,10,12,0
263,10,13,0
263,12,13,1
263,14,18,0
263,15,18,0
263,16,18,0
263,17,18,1
263,18,19,0
263,18,20,0
264,0,10,2
264,1,2,1
264,1,9,3
264,2,4,0
264,2,3,0
264,2,5,0
264,6,10,0
264,7,10,1
264,8,10,0
264,9,10,1
264,9,17,3
264,10,11,0
264,10,12,0
264,10,13,0
264,12,13,1
264,14,18,0
264,15,18,0
264,16,18,0
264,17,18,1
264,18,19,0
264,18,20,0
265,0,10,2
265,1,5,0
265,2,5,0
265,3,5,0
265,4,5,1
265,4,9,3
265,6,10,0
265,7,10,1
265,8,10,0
265,9,10,1
265,9,20,3
265,10,11,0
265,10,12,0
265,10,13,0
265,12,13,1
265,14,19,0
265,14,21,0
265,15,16,0
265,16,21,0
265,17,21,0
265,18,21,0
265,19,21,0
265,20,21,1
266,0,10,2
266,1,2,1
266,1,9,3
266,2,4,0
266,2,3,0
266,2,5,0
266,6,10,0
266,7,10,1
266,8,10,0
266,9,10,1
266,9,19,3
266,10,11,0
266,10,12,0
266,10,13,0
266,12,13,1
266,14,15,0
266,14,21,0
266,15,22,0
266,16,22,0
266,17,22,0
266,18,22,0
266,19,22,1
266,20,22,0
267,0,10,2
267,1,5,0
267,2,5,0
267,3,5,0
267,4,5,1
267,4,9,3
267,6,10,0
267,7,10,1
267,8,10,0
267,9,10,1
267,9,17,3
267,10,11,0
267,10,12,0
267,10,13,0
267,12,13,1
267,14,21,0
267,15,21,0
267,16,21,0
267,17,21,1
267,18,19,0
267,18,22,0
267,19,21,0
267,20,21,0
268,0,10,2
268,1,2,1
268,1,9,3
268,2,4,0
268,2,3,0
268,2,5,0
268,6,10,0
268,7,10,1
268,8,10,0
268,9,10,1
268,9,20,3
268,10,11,0
268,10,12,0
268,10,13,0
268,12,13,1
268,14,22,0
268,15,22,0
268,16,22,0
268,17,22,0
268,18,21,0
268,19,21,0
268,20,22,1
268,21,22,0
269,0,10,2
269,1,5,0
269,2,5,0
269,3,5,0
269,4,5,1
269,4,9,3
269,6,10,0
269,7,10,1
269,8,10,0
269,9,10,1
269,9,19,3
269,10,11,0
269,10,12,0
269,10,13,0
269,12,13,1
269,14,20,0
269,15,20,0
269,16,17,0
269,16,20,0
269,18,20,0
269,19,20,1
270,0,8,2
270,1,2,1
270,1,7,3
270,2,4,0
270,2,3,0
270,2,5,0
270,6,8,0
270,7,8,1
270,7,16,3
270,8,11,0
270,8,12,0
270,8,9,0
270,8,10,1
270,11,12,1
270,13,17,0
270,14,17,0
270,15,17,0
270,16,17,1
270,17,18,0
270,17,19,0
271,0,8,2
271,1,5,0
271,2,5,0
271,3,5,0
271,4,5,1
271,4,7,3
271,6,8,0
271,7,8,1
271,7,16,3
271,8,11,0
271,8,12,0
271,8,9,0
271,8,10,1
271,11,12,1
271,13,17,0
271,14,17,0
271,15,17,0
271,16,17,1
271,17,18,0
271,17,19,0
272,0,8,2
272,1,2,1
272,1,7,3
272,2,4,0
272,2,3,0
272,2,5,0
272,6,8,0
272,7,8,1
272,7,19,3
272,8,11,0
272,8,12,0
272,8,9,0
272,8,10,1
272,11,12,1
272,13,18,0
272,13,20,0
272,14,15,0
272,15,20,0
272,16,20,0
272,17,20,0
272,18,20,0
272,19,20,1
273,0,8,2
273,1,5,0
273,2,5,0
273,3,5,0
273,4,5,1
273,4,7,3
273,6,8,0
273,7,8,1
273,7,18,3
273,8,11,0
273,8,12,0
273,8,9,0
273,8,10,1
273,11,12,1
273,13,14,0
273,13,20,0
273,14,21,0
273,15,21,0
273,16,21,0
273,17,21,0
273,18,21,1
273,19,21,0
274,0,8,2
274,1,2,1
274,1,7,3
274,2,4,0
274,2,3,0
274,2,5,0
274,6,8,0
274,7,8,1
274,7,16,3
274,8,11,0
274,8,12,0
274,8,9,0
274,8,10,1
274,11,12,1
274,13,20,0
274,14,20,0
274,15,20,0
274,16,20,1
274,17,18,0
274,17,21,0
274,18,20,0
274,19,20,0
275,0,8,2
275,1,5,0
275,2,5,0
275,3,5,0
275,4,5,1
275,4,7,3
275,6,8,0
275,7,8,1
275,7,19,3
275,8,11,0
275,8,12,0
275,8,9,0
275,8,10,1
275,11,12,1
275,13,21,0
275,14,21,0
275,15,21,0
275,16,21,0
275,17,20,0
275,18,20,0
275,19,21,1
275,20,21,0
276,0,8,2
276,1,2,1
276,1,7,3
276,2,4,0
276,2,3,0
276,2,5,0
276,6,8,0
276,7,8,1
276,7,18,3
276,8,11,0
276,8,12,0
276,8,9,0
276,8,10,1
276,11,12,1
276,13,19,0
276,14,19,0
276,15,16,0
276,15,19,0
276,17,19,0
276,18,19,1
277,0,8,2
277,1,5,0
277,2,5,0
277,3,5,0
277,4,5,1
277,4,7,3
277,6,8,0
277,7,8,1
277,7,16,3
277,8,11,0
277,8,12,0
277,8,9,0
277,8,10,1
277,11,12,1
277,13,17,0
277,14,17,0
277,15,17,0
277,16,17,1
277,17,18,0
277,17,19,0
278,0,8,2
278,1,2,1
278,1,7,3
278,2,4,0
278,2,3,0
278,2,5,0
278,6,8,0
278,7,8,1
278,7,16,3
278,8,11,0
278,8,12,0
278,8,9,0
278,8,10,1
278,11,12,1
278,13,17,0
278,14,17,0
278,15,17,0
278,16,17,1
278,17,18,0
278,17,19,0
279,0,8,2
279,1,5,0
279,2,5,0
279,3,5,0
279,4,5,1
279,4,7,3
279,6,8,0
279,7,8,1
279,7,19,3
279,8,11,0
279,8,12,0
279,8,9,0
279,8,10,1
279,11,12,1
279,13,18,0
279,13,20,0
279,14,15,0
279,15,20,0
279,16,20,0
279,17,20,0
279,18,20,0
279,19,20,1
280,0,8,2
280,1,2,1
280,1,7,3
280,2,4,0
280,2,3,0
280,2,5,0
280,6,8,0
280,7,8,1
280,7,18,3
280,8,11,0
280,8,12,0
280,8,9,0
280,8,10,1
280,11,12,1
280,13,14,0
280,13,20,0
280,14,21,0
280,15,21,0
280,16,21,0
280,17,21,0
280,18,21,1
280,19,21,0
281,0,8,2
281,1,5,0
281,2,5,0
281,3,5,0
281,4,5,1
281,4,7,3
281,6,8,0
281,7,8,1
281,7,16,3
281,8,11,0
281,8,12,0
281,8,9,0
281,8,10,1
281,11,12,1
281,13,20,0
281,14,20,0
281,15,20,0
281,16,20,1
281,17,18,0
281,17,21,0
281,18,20,0
281,19,20,0
282,0,8,2
282,1,2,1
282,1,7,3
282,2,4,0
282,2,3,0
282,2,5,0
282,6,8,0
282,7,8,1
282,7,19,3
282,8,11,0
282,8,12,0
282,8,9,0
282,8,10,1
282,11,12,1
282,13,21,0
282,14,21,0
282,15,21,0
282,16,21,0
282,17,20,0
282,18,20,0
282,19,21,1
282,20,21,0
283,0,8,2
283,1,5,0
283,2,5,0
283,3,5,0
283,4,5,1
283,4,7,3
283,6,8,0
283,7,8,1
283,7,18,3
283,8,11,0
283,8,12,0
283,8,9,0
283,8,10,1
283,11,12,1
283,13,19,0
283,14,19,0
283,15,16,0
283,15,19,0
283,17,19,0
283,18,19,1
284,0,8,2
284,1,2,1
284,1,7,3
284,2,4,0
284,2,3,0
284,2,5,0
284,6,8,0
284,7,8,1
284,7,16,3
284,8,11,0
284,8,12,0
284,8,9,0
284,8,10,1
284,11,12,1
284,13,17,0
284,14,17,0
284,15,17,0
284,16,17,1
284,17,18,0
284,17,19,0
285,0,8,2
285,1,5,0
285,2,5,0
285,3,5,0
285,4,5,1
285,4,7,3
285,6,8,0
285,7,8,1
285,7,16,3
285,8,11,0
285,8,12,0
285,8,9,0
285,8,10,1
285,11,12,1
285,13,17,0
285,14,17,0
285,15,17,0
285,16,17,1
285,17,18,0
285,17,19,0
286,0,8,2
286,1,2,1
286,1,7,3
286,2,4,0
286,2,3,0
286,2,5,0
286,6,8,0
286,7,8,1
286,7,19,3
286,8,11,0
286,8,12,0
286,8,9,0
286,8,10,1
286,11,12,1
286,13,18,0
286,13,20,0
286,14,15,0
286,15,20,0
286,16,20,0
286,17,20,0
286,18,20,0
286,19,20,1
287,0,8,2
287,1,5,0
287,2,5,0
287,3,5,0
287,4,5,1
287,4,7,3
287,6,8,0
287,7,8,1
287,7,18,3
287,8,11,0
287,8,12,0
287,8,9,0
287,8,10,1
287,11,12,1
287,13,14,0
287,13,20,0
287,14,21,0
287,15,21,0
287,16,21,0
287,17,21,0
287,18,21,1
287,19,21,0
288,0,8,2
288,1,2,1
288,1,7,3
288,2,4,0
288,2,3,0
288,2,5,0
288,6,8,0
288,7,8,1
288,7,16,3
288,8,11,0
288,8,12,0
288,8,9,0
288,8,10,1
288,11,12,1
288,13,20,0
288,14,20,0
288,15,20,0
288,16,20,1
288,17,18,0
288,17,21,0
288,18,20,0
288,19,20,0
289,0,8,2
289,1,5,0
289,2,5,0
289,3,5,0
289,4,5,1
289,4,7,3
289,6,8,0
289,7,8,1
289,7,19,3
289,8,11,0
289,8,12,0
289,8,9,0
289,8,10,1
289,11,12,1
289,13,21,0
289,14,21,0
289,15,21,0
289,16,21,0
289,17,20,0
289,18,20,0
289,19,21,1
289,20,21,0
290,0,8,2
290,1,2,1
290,1,7,3
290,2,4,0
290,2,3,0
290,2,5,0
290,6,8,0
290,7,8,1
290,7,18,3
290,8,11,0
290,8,12,0
290,8,9,0
290,8,10,1
290,11,12,1
290,13,19,0
290,14,19,0
290,15,16,0
290,15,19,0
290,17,19,0
290,18,19,1
291,0,8,2
291,1,5,0
291,2,5,0
291,3,5,0
291,4,5,1
291,4,7,3
291,6,8,0
291,7,8,1
291,7,16,3
291,8,11,0
291,8,12,0
291,8,9,0
291,8,10,1
291,11,12,1
291,13,17,0
291,14,17,0
291,15,17,0
291,16,17,1
291,17,18,0
291,17,19,0
292,0,8,2
292,1,2,1
292,1,7,3
292,2,4,0
292,2,3,0
292,2,5,0
292,6,8,0
292,7,8,1
292,7,16,3
292,8,11,0
292,8,12,0
292,8,9,0
292,8,10,1
292,11,12,1
292,13,17,0
292,14,17,0
292,15,17,0
292,16,17,1
292,17,18,0
292,17,19,0
293,0,8,2
293,1,5,0
293,2,5,0
293,3,5,0
293,4,5,1
293,4,7,3
293,6,8,0
293,7,8,1
293,7,19,3
293,8,11,0
293,8,12,0
293,8,9,0
293,8,10,1
293,11,12,1
293,13,18,0
293,13,20,0
293,14,15,0
293,15,20,0
293,16,20,0
293,17,20,0
293,18,20,0
293,19,20,1
294,0,8,2
294,1,2,1
294,1,7,3
294,2,4,0
294,2,3,0
294,2,5,0
294,6,8,0
294,7,8,1
294,7,18,3
294,8,11,0
294,8,12,0
294,8,9,0
294,8,10,1
294,11,12,1
294,13,14,0
294,13,20,0
294,14,21,0
294,15,21,0
294,16,21,0
294,17,21,0
294,18,21,1
294,19,21,0
295,0,8,2
295,1,5,0
295,2,5,0
295,3,5,0
295,4,5,1
295,4,7,3
295,6,8,0
295,7,8,1
295,7,16,3
295,8,11,0
295,8,12,0
295,8,9,0
295,8,10,1
295,11,12,1
295,13,20,0
295,14,20,0
295,15,20,0
295,16,20,1
295,17,18,0
295,17,21,0
295,18,20,0
295,19,20,0
296,0,8,2
296,1,2,1
296,1,7,3
296,2,4,0
296,2,3,0
296,2,5,0
296,6,8,0
296,7,8,1
296,7,19,3
296,8,11,0
296,8,12,0
296,8,9,0
296,8,10,1
296,11,12,1
296,13,21,0
296,14,21,0
296,15,21,0
296,16,21,0
296,17,20,0
296,18,20,0
296,19,21,1
296,20,21,0
297,0,8,2
297,1,5,0
297,2,5,0
297,3,5,0
297,4,5,1
297,4,7,3
297,6,8,0
297,7,8,1
297,7,18,3
297,8,11,0
297,8,12,0
297,8,9,0
297,8,10,1
297,11,12,1
297,13,19,0
297,14,19,0
297,15,16,0
297,15,19,0
297,17,19,0
297,18,19,1
298,0,8,2
298,1,2,1
298,1,9,3
298,2,4,0
298,2,3,0
